symbol,sector,pattern,date,entry,pole_gain,ret_5,ret_10,ret_20,max_ret_20,win_20
SHB,Banking,Pennant Pullback,2025-12-28,16200.0,11.11,1.85,3.09,-1.23,4.94,False
SHB,Banking,Pennant Pullback,2025-12-29,16350.0,7.59,1.53,0.92,-2.45,3.98,False
SHB,Banking,Pennant Pullback,2025-12-30,16350.0,6.44,0.92,0.0,-2.14,3.98,False
SHB,Banking,Pennant Pullback,2026-01-04,16100.0,5.81,5.59,2.48,-2.17,5.59,False
SHB,Banking,Triangle Pullback,2025-03-13,9078.52,3.94,9.81,18.69,13.55,18.69,True
SHB,Banking,Triangle Pullback,2025-03-16,9545.17,3.94,10.22,10.67,5.78,12.89,True
SHB,Banking,Triangle Pullback,2025-03-17,9842.13,6.44,6.9,7.33,3.45,9.48,True
SHB,Banking,Triangle Pullback,2025-03-18,9884.55,4.93,5.15,7.73,3.43,9.01,True
SHB,Banking,Triangle Pullback,2025-03-19,9969.4,5.91,8.09,-0.43,9.36,9.36,True
SHB,Banking,Triangle Pullback,2025-03-20,9969.4,5.88,8.09,2.55,12.34,12.34,True
SHB,Banking,Triangle Pullback,2025-03-23,10520.9,7.84,0.4,-9.27,6.45,6.45,True
SHB,Banking,Triangle Pullback,2025-03-24,10520.9,7.35,0.4,-11.69,4.84,6.45,True
SHB,Banking,Triangle Pullback,2025-03-25,10393.63,8.37,2.45,-4.49,5.31,7.76,True
SHB,Banking,Triangle Pullback,2025-03-26,10775.43,6.83,-7.87,-4.33,0.79,3.94,True
SHB,Banking,Triangle Pullback,2025-09-11,17550.0,31.58,1.14,-1.99,2.56,3.7,True
SHB,Banking,Triangle Pullback,2025-09-14,17800.0,31.82,-2.25,-5.62,1.69,2.25,True
SHB,Banking,Triangle Pullback,2025-09-15,18200.0,31.34,-6.59,-7.14,-1.1,-0.55,False
SHB,Banking,Triangle Pullback,2025-09-16,18050.0,30.82,-3.88,-6.09,0.83,0.83,True
SHB,Banking,Triangle Pullback,2025-09-17,17850.0,29.45,-2.8,-4.76,1.68,1.96,True
SHB,Banking,Triangle Pullback,2025-09-18,17750.0,32.08,-3.1,-5.92,1.97,2.54,True
SHB,Banking,Triangle Pullback,2025-09-21,17400.0,35.55,-3.45,0.0,-3.16,4.6,False
SHB,Banking,Triangle Pullback,2025-09-22,17000.0,38.54,-0.59,1.47,0.0,7.06,False
SHB,Banking,Triangle Pullback,2026-01-04,16100.0,5.68,5.59,2.48,-2.17,5.59,False
SSB,Banking,Flag Pullback,2024-09-16,15450.0,11.78,6.8,12.94,12.62,15.21,True
SSB,Banking,Flag Pullback,2026-02-22,17100.0,3.75,-1.75,-4.68,-1.75,-0.58,False
SSB,Banking,Pennant Pullback,2025-02-13,19500.0,5.45,0.26,-0.51,1.54,1.79,True
SSB,Banking,Pennant Pullback,2025-03-05,19450.0,9.38,1.8,2.06,-3.86,2.06,False
SSB,Banking,Pennant Pullback,2025-03-06,19650.0,7.47,0.76,1.02,-2.29,1.02,False
SSB,Banking,Pennant Pullback,2025-03-09,19800.0,6.86,0.0,-0.25,-4.04,0.25,False
SSB,Banking,Triangle Pullback,2024-07-21,18618.73,3.46,3.78,3.55,2.13,16.01,True
SSB,Banking,Triangle Pullback,2024-07-22,18882.82,4.85,2.1,2.56,0.7,14.39,True
SSB,Banking,Triangle Pullback,2024-09-10,16000.0,5.29,-2.5,4.06,9.38,11.25,True
SSB,Banking,Triangle Pullback,2025-05-19,18850.0,4.29,-2.12,-2.92,-4.77,-0.8,False
STB,Banking,Flag Pullback,2026-02-25,67000.0,5.83,-3.13,-1.94,-9.55,1.19,False
STB,Banking,Pennant Pullback,2024-07-14,29750.0,6.27,0.84,-2.18,-1.85,2.86,False
STB,Banking,Pennant Pullback,2024-07-15,29900.0,5.89,-3.01,-3.34,-2.51,2.34,False
STB,Banking,Pennant Pullback,2024-12-03,32400.0,4.72,3.86,5.56,14.2,16.82,True
STB,Banking,Pennant Pullback,2024-12-04,33950.0,5.64,-0.44,-0.15,6.33,11.49,True
STB,Banking,Pennant Pullback,2024-12-05,33800.0,5.65,0.59,0.15,7.25,11.98,True
STB,Banking,Pennant Pullback,2025-10-08,60000.0,4.14,-0.83,-7.33,-13.5,1.67,False
STB,Banking,Pennant Pullback,2025-10-28,57200.0,10.95,-6.47,-11.54,-12.67,-0.52,False
STB,Banking,Pennant Pullback,2025-10-29,56900.0,5.96,-8.79,-14.41,-13.36,-2.46,False
STB,Banking,Pennant Pullback,2025-11-02,52300.0,6.79,-7.27,-6.5,-6.31,3.06,False
STB,Banking,Pennant Pullback,2025-11-03,53900.0,4.28,-7.88,-8.16,-8.35,-0.74,False
STB,Banking,Pennant Pullback,2025-11-04,53500.0,6.58,-5.42,-7.48,-7.1,-2.99,False
STB,Banking,Pennant Pullback,2025-11-05,51900.0,5.26,-6.17,-4.62,-3.28,-1.16,False
STB,Banking,Pennant Pullback,2025-11-06,48350.0,9.42,-0.62,6.1,1.76,6.1,True
STB,Banking,Pennant Pullback,2025-11-09,48500.0,11.31,0.82,3.09,0.41,5.77,True
STB,Banking,Pennant Pullback,2025-11-10,49650.0,9.39,-0.3,0.7,-2.22,3.32,False
STB,Banking,Pennant Pullback,2026-03-24,62200.0,5.54,0.0,,,0.0,
STB,Banking,Pennant Pullback,2026-03-25,60600.0,6.69,0.83,,,2.64,
STB,Banking,Pennant Pullback,2026-03-26,59900.0,3.97,1.5,,,3.84,
STB,Banking,Triangle Pullback,2024-07-14,29750.0,9.89,0.84,-2.18,-1.85,2.86,False
STB,Banking,Triangle Pullback,2024-07-15,29900.0,10.25,-3.01,-3.34,-2.51,2.34,False
STB,Banking,Triangle Pullback,2024-12-05,33800.0,3.07,0.59,0.15,7.25,11.98,True
STB,Banking,Triangle Pullback,2024-12-08,34000.0,4.17,0.29,1.47,8.53,11.32,True
STB,Banking,Triangle Pullback,2025-11-02,52300.0,4.81,-7.27,-6.5,-6.31,3.06,False
STB,Banking,Triangle Pullback,2025-11-03,53900.0,4.98,-7.88,-8.16,-8.35,-0.74,False
STB,Banking,Triangle Pullback,2025-11-04,53500.0,10.95,-5.42,-7.48,-7.1,-2.99,False
STB,Banking,Triangle Pullback,2025-11-05,51900.0,5.96,-6.17,-4.62,-3.28,-1.16,False
STB,Banking,Triangle Pullback,2025-11-09,48500.0,6.79,0.82,3.09,0.41,5.77,True
STB,Banking,Triangle Pullback,2025-11-10,49650.0,4.28,-0.3,0.7,-2.22,3.32,False
STB,Banking,Triangle Pullback,2025-11-11,50600.0,6.58,-2.17,-1.28,-3.95,1.38,False
STB,Banking,Triangle Pullback,2025-11-12,48700.0,5.26,1.64,1.23,-2.05,5.34,False
STB,Banking,Triangle Pullback,2026-02-05,61500.0,19.34,1.79,6.5,6.99,10.24,True
STB,Banking,Triangle Pullback,2026-02-08,60300.0,21.38,4.31,11.11,10.45,12.44,True
STB,Banking,Triangle Pullback,2026-03-19,63400.0,5.31,-5.52,-4.1,,-1.89,
STB,Banking,Triangle Pullback,2026-03-22,60000.0,3.43,2.0,2.0,,3.67,
TCB,Banking,Flag Pullback,2024-10-24,22893.55,6.14,-0.21,-1.91,0.21,1.7,True
TCB,Banking,Flag Pullback,2024-10-27,23039.68,6.84,1.06,-2.11,-0.63,1.06,False
TCB,Banking,Flag Pullback,2024-10-28,23137.1,10.79,0.42,-4.0,-0.63,0.63,False
TCB,Banking,Flag Pullback,2024-10-30,23283.23,12.67,-1.26,-6.07,-1.26,0.0,False
TCB,Banking,Flag Pullback,2024-10-31,23088.39,9.19,-2.11,-5.27,-0.21,0.84,False
TCB,Banking,Flag Pullback,2024-11-03,22844.84,8.33,-1.71,-4.48,0.85,1.92,True
TCB,Banking,Flag Pullback,2024-11-05,23283.23,8.78,-3.14,-4.39,-1.88,-0.21,False
TCB,Banking,Flag Pullback,2025-04-13,25864.84,3.02,-3.01,-2.07,12.62,12.62,True
TCB,Banking,Flag Pullback,2025-09-28,37750.0,3.13,4.37,9.4,-7.15,9.4,False
TCB,Banking,Flag Pullback,2025-09-29,37850.0,4.62,3.04,7.79,-4.89,9.11,False
TCB,Banking,Flag Pullback,2025-09-30,38550.0,4.9,0.13,5.84,-5.58,7.13,False
TCB,Banking,Flag Pullback,2025-10-01,38850.0,5.04,0.26,6.18,-8.11,6.31,False
TCB,Banking,Flag Pullback,2025-10-02,38350.0,5.33,2.61,6.0,-8.47,7.69,False
TCB,Banking,Flag Pullback,2026-01-29,35900.0,3.56,-3.62,-1.25,-12.4,1.53,False
TCB,Banking,Flag Pullback,2026-02-01,35000.0,4.64,-0.71,2.43,-16.43,4.14,False
TCB,Banking,Flag Pullback,2026-02-02,34700.0,12.5,-0.29,3.17,-12.68,5.04,False
TCB,Banking,Flag Pullback,2026-02-03,34550.0,13.75,2.17,4.2,-9.99,5.5,False
TCB,Banking,Flag Pullback,2026-02-04,34850.0,9.09,1.72,4.59,-13.92,4.59,False
TCB,Banking,Pennant Pullback,2025-04-21,24500.97,7.28,4.57,9.74,19.88,23.06,True
TCB,Banking,Pennant Pullback,2025-09-14,37993.55,9.56,-3.85,-0.64,8.7,8.7,True
TCB,Banking,Pennant Pullback,2025-09-15,38334.52,6.82,-4.7,-1.26,6.43,7.74,True
TCB,Banking,Pennant Pullback,2025-09-16,37701.29,6.6,0.26,2.25,8.22,9.55,True
TCB,Banking,Pennant Pullback,2025-09-17,37798.71,15.63,0.26,2.78,9.13,9.26,True
TCB,Banking,Pennant Pullback,2025-09-18,37409.03,17.39,0.78,2.52,8.66,10.4,True
TCB,Banking,Pennant Pullback,2025-09-21,36532.26,22.21,3.33,7.85,3.61,13.05,True
TCB,Banking,Pennant Pullback,2025-09-22,36532.26,14.37,3.61,6.75,3.06,13.05,True
TCB,Banking,Triangle Pullback,2024-07-15,22114.19,4.56,1.54,1.1,-7.49,4.41,False
TCB,Banking,Triangle Pullback,2024-09-10,21529.68,3.07,4.07,7.69,11.54,12.67,True
TCB,Banking,Triangle Pullback,2024-10-09,23916.45,7.29,-0.81,-3.67,-5.5,-0.41,False
TCB,Banking,Triangle Pullback,2024-10-10,23819.03,8.57,0.0,-3.89,-5.73,0.0,False
TCB,Banking,Triangle Pullback,2024-10-13,23721.61,6.84,-0.82,-2.87,-4.93,0.41,False
TCB,Banking,Triangle Pullback,2024-10-14,23624.19,5.2,-0.21,-2.06,-5.98,0.82,False
TCB,Banking,Triangle Pullback,2024-10-15,23575.48,3.03,0.0,-1.24,-7.23,1.03,False
TCB,Banking,Triangle Pullback,2024-11-13,22211.61,7.25,1.75,3.51,6.36,6.36,True
TCB,Banking,Triangle Pullback,2024-11-14,21870.65,7.17,4.68,5.12,8.46,8.46,True
TCB,Banking,Triangle Pullback,2024-11-17,21870.65,5.82,4.68,5.35,8.24,8.46,True
TCB,Banking,Triangle Pullback,2025-04-27,25329.03,4.79,5.38,15.0,18.46,19.04,True
TCB,Banking,Triangle Pullback,2025-04-28,25621.29,7.28,4.94,11.98,15.78,17.68,True
TCB,Banking,Triangle Pullback,2025-09-14,37993.55,9.25,-3.85,-0.64,8.7,8.7,True
TCB,Banking,Triangle Pullback,2025-09-15,38334.52,4.41,-4.7,-1.26,6.43,7.74,True
TCB,Banking,Triangle Pullback,2025-09-16,37701.29,6.49,0.26,2.25,8.22,9.55,True
TCB,Banking,Triangle Pullback,2025-09-17,37798.71,6.65,0.26,2.78,9.13,9.26,True
TCB,Banking,Triangle Pullback,2025-09-18,37409.03,7.14,0.78,2.52,8.66,10.4,True
TCB,Banking,Triangle Pullback,2025-09-21,36532.26,9.56,3.33,7.85,3.61,13.05,True
TCB,Banking,Triangle Pullback,2025-09-22,36532.26,6.82,3.61,6.75,3.06,13.05,True
TPB,Banking,Flag Pullback,2024-06-06,12889.34,3.43,3.04,3.52,1.23,4.97,True
TPB,Banking,Flag Pullback,2024-06-10,12960.55,5.88,2.2,-0.18,1.81,4.4,True
TPB,Banking,Flag Pullback,2024-06-11,13138.58,8.13,0.54,-1.53,0.15,2.98,True
TPB,Banking,Flag Pullback,2024-08-14,12605.33,3.15,5.26,4.39,5.26,6.14,True
TPB,Banking,Flag Pullback,2024-08-15,12900.19,6.98,2.29,2.29,3.71,3.71,True
TPB,Banking,Flag Pullback,2024-08-18,12900.19,7.2,1.71,0.86,4.29,4.29,True
TPB,Banking,Flag Pullback,2024-11-03,14639.87,16.67,-2.11,-3.32,-2.72,2.42,False
TPB,Banking,Flag Pullback,2024-11-04,14639.87,16.03,-2.72,-4.53,-3.32,2.42,False
TPB,Banking,Flag Pullback,2024-11-05,14993.71,15.73,-4.72,-5.31,-6.78,-0.88,False
TPB,Banking,Flag Pullback,2024-11-06,14861.02,14.74,-6.25,-3.27,-2.08,-0.89,False
TPB,Banking,Flag Pullback,2024-11-07,14728.33,16.02,-6.31,-3.3,-2.4,-1.2,False
TPB,Banking,Flag Pullback,2024-11-14,13799.52,5.33,3.21,3.85,4.17,5.45,True
TPB,Banking,Flag Pullback,2025-06-01,12476.19,16.24,-0.38,1.53,2.67,3.05,True
TPB,Banking,Flag Pullback,2025-06-02,12619.05,10.4,-1.51,1.89,2.26,2.26,True
TPB,Banking,Flag Pullback,2025-06-03,12476.19,5.3,1.15,2.29,3.82,3.82,True
TPB,Banking,Flag Pullback,2025-06-04,12523.81,7.66,1.14,1.9,4.56,4.56,True
TPB,Banking,Flag Pullback,2025-06-05,12476.19,9.77,0.76,1.91,4.96,4.96,True
TPB,Banking,Flag Pullback,2025-09-14,18857.14,26.92,-4.04,-4.8,-1.77,1.01,False
TPB,Banking,Flag Pullback,2026-02-04,17100.0,5.06,0.29,7.31,-6.14,9.06,False
TPB,Banking,Flag Pullback,2026-02-05,16800.0,6.67,4.17,9.52,-4.76,11.01,False
TPB,Banking,Flag Pullback,2026-02-08,16800.0,8.98,7.14,5.95,-4.76,11.01,False
TPB,Banking,Flag Pullback,2026-02-09,16800.0,6.23,7.44,4.76,-4.17,11.01,False
TPB,Banking,Pennant Pullback,2025-09-09,18285.71,29.47,0.52,2.34,1.3,3.39,True
TPB,Banking,Triangle Pullback,2026-01-11,18200.0,3.83,-4.67,-6.04,-7.69,-1.65,False
VCB,Banking,Flag Pullback,2025-01-06,61291.74,4.73,-0.65,-0.98,-0.43,0.76,False
VCB,Banking,Flag Pullback,2025-01-07,61358.15,5.0,-1.08,-1.3,-0.97,0.65,False
VCB,Banking,Flag Pullback,2025-09-25,62543.48,10.91,-1.35,2.65,-4.87,3.29,False
VCB,Banking,Flag Pullback,2025-09-28,62146.38,11.83,2.98,1.53,-4.74,3.95,False
VCB,Banking,Flag Pullback,2026-02-09,63100.0,28.7,3.01,-2.38,-4.12,5.23,False
VCB,Banking,Flag Pullback,2026-02-10,64700.0,31.49,0.62,-2.63,-6.49,2.63,False
VCB,Banking,Flag Pullback,2026-02-22,66400.0,27.32,-5.27,-13.7,-13.25,-1.51,False
VCB,Banking,Flag Pullback,2026-02-23,65000.0,28.72,-5.23,-7.08,-10.46,0.62,False
VCB,Banking,Flag Pullback,2026-02-24,65100.0,27.5,-3.23,-7.22,-10.29,0.46,False
VCB,Banking,Flag Pullback,2026-02-25,65400.0,23.91,-4.43,-8.56,-11.47,-0.76,False
VCB,Banking,Flag Pullback,2026-02-26,64900.0,19.3,-5.08,-9.09,-9.4,-2.93,False
VCB,Banking,Flag Pullback,2026-03-01,62900.0,21.89,-8.9,-6.52,-7.79,0.16,False
VCB,Banking,Flag Pullback,2026-03-02,61600.0,23.21,-1.95,-1.79,-5.68,2.27,False
VCB,Banking,Pennant Pullback,2025-04-21,58076.09,6.56,-2.05,-3.25,-2.91,0.34,False
VCB,Banking,Pennant Pullback,2025-04-22,57579.71,6.42,-1.55,-2.41,-1.72,1.21,False
VCB,Banking,Pennant Pullback,2025-04-23,57778.26,5.78,-2.06,-2.41,-2.41,0.86,False
VCB,Banking,Pennant Pullback,2025-04-24,57083.33,4.73,-0.87,2.09,-1.22,2.09,False
VCB,Banking,Pennant Pullback,2025-09-17,63436.96,5.25,-1.41,-2.82,-0.85,1.83,False
VCB,Banking,Pennant Pullback,2025-09-18,62543.48,3.45,0.0,-1.35,-1.03,3.29,False
VCB,Banking,Pennant Pullback,2025-09-21,61550.73,6.64,0.97,3.98,-3.49,4.95,False
VCB,Banking,Pennant Pullback,2025-09-22,61749.28,7.31,-0.32,3.16,-3.97,4.62,False
VCB,Banking,Triangle Pullback,2025-04-21,58076.09,7.61,-2.05,-3.25,-2.91,0.34,False
VCB,Banking,Triangle Pullback,2025-04-22,57579.71,7.85,-1.55,-2.41,-1.72,1.21,False
VCB,Banking,Triangle Pullback,2025-04-23,57778.26,7.71,-2.06,-2.41,-2.41,0.86,False
VCB,Banking,Triangle Pullback,2025-04-24,57083.33,6.24,-0.87,2.09,-1.22,2.09,False
VCB,Banking,Triangle Pullback,2025-04-27,57083.33,5.76,-0.7,2.09,-1.39,2.09,False
VCB,Banking,Triangle Pullback,2025-04-28,56884.78,6.56,-1.22,0.35,-1.57,2.44,False
VCB,Banking,Triangle Pullback,2025-05-04,56686.23,6.42,-0.88,-0.18,-1.58,2.8,False
VCB,Banking,Triangle Pullback,2025-05-05,56586.96,5.78,-0.35,0.18,-0.35,2.98,False
VCB,Banking,Triangle Pullback,2025-05-06,56586.96,4.73,2.98,0.18,-0.7,2.98,False
VIB,Banking,Flag Pullback,2025-09-14,21450.0,11.44,-7.93,-7.93,-6.06,-1.86,False
VIB,Banking,Flag Pullback,2025-09-15,21050.0,10.6,-5.7,-5.46,-4.99,-1.9,False
VIB,Banking,Flag Pullback,2025-09-16,20650.0,6.63,-0.73,-2.66,-1.94,-0.48,False
VIB,Banking,Flag Pullback,2025-09-17,20550.0,10.51,-2.19,-4.14,-2.68,0.0,False
VIB,Banking,Flag Pullback,2025-09-18,20300.0,13.18,-2.46,-2.71,-2.96,1.23,False
VIB,Banking,Flag Pullback,2025-09-21,19750.0,20.62,0.0,4.05,-7.09,4.05,False
VIB,Banking,Flag Pullback,2025-09-22,19850.0,24.21,0.25,1.76,-6.05,3.53,False
VIB,Banking,Flag Pullback,2025-09-23,20500.0,13.44,-1.95,-2.2,-9.02,0.24,False
VIB,Banking,Flag Pullback,2025-09-24,20100.0,17.88,-1.99,1.49,-7.96,2.24,False
VIB,Banking,Flag Pullback,2026-02-09,16500.0,5.4,4.85,1.21,3.03,5.45,True
VIB,Banking,Pennant Pullback,2024-11-03,15522.35,6.67,-1.62,-1.62,1.89,2.7,True
VIB,Banking,Pennant Pullback,2024-11-04,15522.35,5.79,-0.81,-2.43,1.62,2.7,True
VIB,Banking,Pennant Pullback,2024-11-05,15606.25,5.21,-1.61,-2.42,1.34,2.15,True
VIB,Banking,Pennant Pullback,2024-11-06,15522.35,4.37,-1.62,-1.08,4.59,4.59,True
VIB,Banking,Pennant Pullback,2024-11-07,15354.54,3.52,-0.82,-0.55,5.19,5.74,True
VIB,Banking,Triangle Pullback,2024-11-03,15522.35,7.82,-1.62,-1.62,1.89,2.7,True
VIB,Banking,Triangle Pullback,2024-11-04,15522.35,10.61,-0.81,-2.43,1.62,2.7,True
VIB,Banking,Triangle Pullback,2024-11-05,15606.25,9.52,-1.61,-2.42,1.34,2.15,True
VIB,Banking,Triangle Pullback,2024-11-06,15522.35,6.06,-1.62,-1.08,4.59,4.59,True
VIB,Banking,Triangle Pullback,2024-11-07,15354.54,6.94,-0.82,-0.55,5.19,5.74,True
VPB,Banking,Flag Pullback,2025-09-14,31550.0,31.06,-6.5,-1.43,0.48,1.74,True
VPB,Banking,Flag Pullback,2025-09-15,31700.0,29.31,-5.68,-1.89,2.52,2.52,True
VPB,Banking,Flag Pullback,2025-09-16,31000.0,27.49,1.94,-0.32,8.71,8.71,True
VPB,Banking,Flag Pullback,2025-09-17,30800.0,44.92,0.49,-2.11,7.79,9.42,True
VPB,Banking,Flag Pullback,2025-09-18,30400.0,44.75,0.0,-2.96,5.1,10.86,True
VPB,Banking,Flag Pullback,2025-09-21,29500.0,49.81,5.42,6.95,0.85,14.24,True
VPB,Banking,Flag Pullback,2025-09-22,29900.0,39.34,4.01,3.85,1.51,12.71,True
VPB,Banking,Flag Pullback,2025-09-23,31600.0,26.89,-2.22,-1.58,-3.64,6.65,False
VPB,Banking,Flag Pullback,2025-09-24,30950.0,29.43,-2.58,3.72,-3.07,8.89,False
VPB,Banking,Flag Pullback,2025-09-25,30400.0,22.88,-2.96,5.59,-3.95,10.86,False
VPB,Banking,Flag Pullback,2025-09-28,31100.0,17.44,1.45,1.93,-9.0,8.36,False
VPB,Banking,Flag Pullback,2025-09-29,31100.0,18.44,-0.16,4.5,-5.31,8.36,False
VPB,Banking,Flag Pullback,2025-09-30,30900.0,16.55,0.65,9.06,-3.4,9.06,False
VPB,Banking,Flag Pullback,2025-10-01,30150.0,17.91,6.47,10.12,-3.15,11.77,False
VPB,Banking,Flag Pullback,2026-02-02,27500.0,8.66,-3.27,5.45,-7.27,5.45,False
VPB,Banking,Flag Pullback,2026-02-03,27750.0,6.36,1.98,3.96,-4.68,4.5,False
VPB,Banking,Flag Pullback,2026-02-09,26600.0,7.21,9.02,3.2,-3.38,9.02,False
VPB,Banking,Pennant Pullback,2024-06-10,17815.87,5.23,1.64,3.83,6.01,7.65,True
VPB,Banking,Pennant Pullback,2024-06-11,18886.77,5.25,-2.06,-2.06,-1.03,1.55,False
