symbol,sector,pattern,date,entry,pole_gain,ret_5,ret_10,ret_20,max_ret_20,win_20
GVR,Industrial,Flag Pullback,2025-12-03,27850.0,5.51,-4.31,-4.67,-7.54,-1.62,False
GVR,Industrial,Flag Pullback,2025-12-07,26950.0,10.69,-5.01,-1.3,9.28,9.28,True
GVR,Industrial,Flag Pullback,2025-12-08,26900.0,9.84,-1.49,-2.42,11.71,11.71,True
GVR,Industrial,Flag Pullback,2025-12-09,26750.0,7.36,-1.68,-2.8,18.13,18.13,True
GVR,Industrial,Flag Pullback,2025-12-10,26650.0,10.75,-0.38,-3.75,20.83,20.83,True
GVR,Industrial,Flag Pullback,2026-03-30,31700.0,6.89,,,,2.52,
GVR,Industrial,Flag Pullback,2026-03-31,32500.0,4.56,,,,-1.23,
GVR,Industrial,Triangle Pullback,2025-03-17,32930.4,4.14,3.59,-4.64,-29.64,4.64,False
HPG,Industrial,Flag Pullback,2024-07-02,23958.33,3.13,0.7,-1.91,-5.39,0.87,False
HPG,Industrial,Flag Pullback,2024-11-03,21916.67,6.24,5.32,-1.9,2.28,5.32,True
HPG,Industrial,Flag Pullback,2024-11-04,22083.33,6.73,3.77,-3.96,1.89,4.53,True
HPG,Industrial,Flag Pullback,2024-11-05,22458.33,9.56,0.37,-5.01,-0.93,2.78,False
HPG,Industrial,Flag Pullback,2024-11-06,22458.33,7.92,-2.41,-4.08,3.34,3.34,True
HPG,Industrial,Flag Pullback,2025-03-23,22625.0,4.92,-1.47,-15.65,-7.73,1.47,False
HPG,Industrial,Flag Pullback,2025-03-25,22958.33,3.54,-1.09,-17.42,-7.08,-0.18,False
HPG,Industrial,Flag Pullback,2025-03-26,22916.67,6.16,-7.82,-11.64,-6.55,-0.91,False
HPG,Industrial,Pennant Pullback,2024-10-29,22500.0,3.75,-0.19,0.19,-2.59,2.59,False
HPG,Industrial,Pennant Pullback,2024-10-30,22416.67,4.38,0.19,-2.23,-1.86,2.97,False
HPG,Industrial,Pennant Pullback,2024-10-31,22125.0,4.8,1.69,-2.45,0.75,4.33,True
HPG,Industrial,Pennant Pullback,2025-08-24,25950.0,11.65,8.48,11.18,11.95,16.96,True
HPG,Industrial,Triangle Pullback,2025-01-09,21291.67,5.89,3.72,3.91,2.15,5.09,True
HPG,Industrial,Triangle Pullback,2025-08-25,27200.0,16.78,9.74,7.17,5.88,11.58,True
HPG,Industrial,Triangle Pullback,2025-08-26,26750.0,15.28,7.66,12.15,6.73,13.46,True
HPG,Industrial,Triangle Pullback,2025-08-27,27100.0,12.55,6.64,11.99,5.54,11.99,True
HPG,Industrial,Triangle Pullback,2025-08-28,27500.0,12.04,4.91,8.91,2.36,10.36,True
HPG,Industrial,Triangle Pullback,2025-09-02,28150.0,11.65,2.49,3.73,0.53,7.82,True
PLX,Energy,Flag Pullback,2024-09-08,44943.51,6.22,-3.12,-2.58,-3.23,-0.11,False
PLX,Energy,Flag Pullback,2024-09-11,43927.57,5.39,-0.11,0.44,-1.98,1.32,False
PLX,Energy,Flag Pullback,2024-09-12,44314.59,7.36,0.44,-1.86,-2.4,0.44,False
PLX,Energy,Flag Pullback,2024-09-15,43540.54,5.81,0.56,-1.11,-1.22,2.22,False
PLX,Energy,Flag Pullback,2024-09-16,43540.54,5.72,0.44,-1.11,-4.78,2.22,False
PLX,Energy,Flag Pullback,2024-09-17,43540.54,5.86,0.89,-0.11,-7.0,2.22,False
PLX,Energy,Flag Pullback,2024-09-19,44508.11,4.99,-2.28,-1.96,-7.93,-0.87,False
PLX,Energy,Flag Pullback,2024-09-22,43782.43,6.32,-1.66,-0.66,-8.07,0.77,False
PLX,Energy,Flag Pullback,2024-09-23,43734.05,8.17,-1.55,-1.22,-7.52,0.88,False
PLX,Energy,Flag Pullback,2024-09-24,43927.57,3.16,-0.99,-2.2,-6.83,0.44,False
PLX,Energy,Flag Pullback,2024-09-25,44121.08,6.7,-2.63,-2.41,-8.44,-1.1,False
PLX,Energy,Flag Pullback,2024-09-26,43492.16,5.11,0.33,-0.56,-7.56,0.33,False
PLX,Energy,Flag Pullback,2025-01-01,36912.7,3.6,2.23,4.85,4.59,4.85,True
PLX,Energy,Flag Pullback,2025-09-17,35600.0,5.07,-1.54,-4.49,-5.34,-0.7,False
PLX,Energy,Flag Pullback,2026-03-30,40400.0,10.17,,,,0.74,
PLX,Energy,Flag Pullback,2026-03-31,40700.0,15.83,,,,-0.74,
PLX,Energy,Pennant Pullback,2024-07-04,42524.59,9.35,5.35,6.71,8.08,9.22,True
PLX,Energy,Pennant Pullback,2024-07-07,44991.89,10.39,3.23,-0.32,-2.15,3.23,False
PLX,Energy,Pennant Pullback,2024-07-08,44508.11,15.2,2.39,-1.09,2.17,4.35,True
PLX,Energy,Triangle Pullback,2024-07-11,44798.38,9.35,1.3,3.24,3.67,3.67,True
PLX,Energy,Triangle Pullback,2024-07-14,46443.24,10.39,-3.44,-0.42,1.77,1.77,True
PLX,Energy,Triangle Pullback,2025-02-25,41847.3,4.03,1.16,-0.81,-4.86,2.89,False
PLX,Energy,Triangle Pullback,2025-02-26,41557.03,3.63,1.63,-2.91,-4.66,3.61,False
POW,Energy,Flag Pullback,2024-11-03,9621.85,3.66,2.18,-1.31,8.3,9.61,True
POW,Energy,Flag Pullback,2024-12-25,10210.08,6.41,-2.88,-4.12,-5.35,0.0,False
POW,Energy,Flag Pullback,2024-12-26,10084.03,5.98,-3.75,-1.67,-3.75,1.25,False
POW,Energy,Flag Pullback,2024-12-29,10210.08,5.98,-5.76,-4.12,-3.29,-1.23,False
POW,Energy,Flag Pullback,2024-12-30,10084.03,8.12,-2.92,-0.83,-2.08,0.0,False
POW,Energy,Flag Pullback,2025-01-01,10084.03,5.13,-2.5,-1.25,-1.67,-0.83,False
POW,Energy,Flag Pullback,2025-01-02,9915.97,8.7,-1.27,-0.42,1.27,1.27,True
POW,Energy,Flag Pullback,2025-01-05,9705.88,10.67,2.16,0.43,2.16,3.46,True
POW,Energy,Flag Pullback,2025-01-06,9621.85,10.62,1.75,-0.44,4.37,4.37,True
POW,Energy,Flag Pullback,2025-01-07,9789.92,12.95,2.15,-3.0,2.15,2.58,True
POW,Energy,Flag Pullback,2025-01-09,9789.92,7.42,0.86,-1.29,4.29,4.29,True
POW,Energy,Flag Pullback,2025-01-12,9915.97,7.46,-1.69,-2.12,3.81,3.81,True
POW,Energy,Flag Pullback,2026-02-11,13300.0,11.33,6.02,13.91,-2.63,24.44,False
POW,Energy,Flag Pullback,2026-02-12,13400.0,11.76,8.21,8.58,-1.87,23.51,False
POW,Energy,Flag Pullback,2026-02-22,13850.0,13.1,11.91,-2.17,-8.3,19.49,False
POW,Energy,Flag Pullback,2026-02-23,13900.0,11.72,19.06,-5.76,-8.63,19.06,False
POW,Energy,Flag Pullback,2026-02-24,14300.0,12.69,8.04,-5.24,-6.64,15.73,False
POW,Energy,Flag Pullback,2026-02-25,14100.0,15.62,7.45,-4.96,-7.09,17.38,False
POW,Energy,Flag Pullback,2026-04-01,12850.0,6.69,,,,-1.56,
POW,Energy,Flag Pullback,2026-04-02,12650.0,7.78,,,,-1.98,
POW,Energy,Pennant Pullback,2025-04-22,10042.02,7.41,2.93,8.37,12.97,13.81,True
POW,Energy,Pennant Pullback,2025-04-23,10084.03,8.79,1.67,6.67,12.5,13.33,True
POW,Energy,Pennant Pullback,2025-04-24,10000.0,6.2,6.72,8.4,13.45,14.29,True
POW,Energy,Pennant Pullback,2025-04-27,9873.95,5.79,8.94,9.36,13.19,15.74,True
POW,Energy,Pennant Pullback,2025-04-28,9957.98,6.22,7.59,8.86,10.55,14.77,True
POW,Energy,Pennant Pullback,2025-05-04,10336.13,7.47,5.28,4.88,9.35,10.57,True
POW,Energy,Pennant Pullback,2025-05-05,10252.1,5.79,4.92,6.97,10.25,11.48,True
POW,Energy,Triangle Pullback,2024-08-07,11596.64,4.24,-5.43,-1.45,-5.43,0.36,False
POW,Energy,Triangle Pullback,2024-08-08,11638.66,6.18,-2.89,-2.17,-6.14,-0.72,False
POW,Energy,Triangle Pullback,2024-08-11,11428.57,7.89,-0.74,-1.47,-5.51,1.1,False
POW,Energy,Triangle Pullback,2025-05-04,10336.13,7.41,5.28,4.88,9.35,10.57,True
POW,Energy,Triangle Pullback,2025-05-05,10252.1,8.79,4.92,6.97,10.25,11.48,True
POW,Energy,Triangle Pullback,2025-05-06,10672.27,6.2,1.57,3.54,6.69,7.09,True
POW,Energy,Triangle Pullback,2025-05-07,10756.3,5.79,0.39,6.25,7.03,7.03,True
POW,Energy,Triangle Pullback,2025-05-08,10714.29,6.22,1.18,4.71,5.1,7.45,True
POW,Energy,Triangle Pullback,2026-02-04,14200.0,5.05,-6.34,-0.7,-5.63,16.55,False
POW,Energy,Triangle Pullback,2026-02-05,13500.0,3.25,-0.74,7.41,-1.48,22.59,False
POW,Energy,Triangle Pullback,2026-02-08,13450.0,4.55,2.97,15.24,-1.86,23.05,False
FPT,Technology,Flag Pullback,2024-07-28,109059.66,3.64,-8.06,0.78,1.94,3.72,True
FPT,Technology,Flag Pullback,2025-08-19,96693.82,8.41,7.47,5.83,5.42,7.98,True
FPT,Technology,Flag Pullback,2026-02-08,99000.0,5.4,-4.55,-9.49,-21.01,-0.2,False
FPT,Technology,Flag Pullback,2026-02-09,97800.0,5.32,-5.42,-11.04,-18.81,1.02,False
FPT,Technology,Flag Pullback,2026-02-10,98600.0,6.51,-9.63,-13.69,-20.28,0.2,False
FPT,Technology,Flag Pullback,2026-02-11,98800.0,4.79,-8.4,-14.57,-22.27,-2.53,False
FPT,Technology,Flag Pullback,2026-02-12,96300.0,12.5,-3.53,-15.26,-22.53,-1.87,False
FPT,Technology,Flag Pullback,2026-02-22,94500.0,13.76,-5.19,-19.68,-22.65,-1.69,False
FPT,Technology,Pennant Pullback,2025-05-29,99283.1,4.09,-1.29,0.03,1.68,3.15,True
FPT,Technology,Pennant Pullback,2025-06-01,98942.22,3.13,0.09,3.51,2.81,3.51,True
FPT,Technology,Triangle Pullback,2025-06-05,98004.78,4.09,1.34,1.95,7.57,7.57,True
FPT,Technology,Triangle Pullback,2025-06-08,99027.44,3.13,3.42,0.72,7.59,7.59,True
FPT,Technology,Triangle Pullback,2025-12-01,96600.0,7.02,0.31,-1.76,-0.1,0.93,False
FPT,Technology,Triangle Pullback,2025-12-02,96600.0,7.62,-1.04,-0.72,-0.83,0.93,False
FPT,Technology,Triangle Pullback,2025-12-03,97500.0,9.02,-1.54,-3.18,-2.56,-0.62,False
FPT,Technology,Triangle Pullback,2025-12-04,96200.0,8.12,-2.6,-2.39,-2.29,0.73,False
FPT,Technology,Triangle Pullback,2025-12-07,95500.0,11.7,-1.78,-1.88,2.09,2.09,True
FPT,Technology,Triangle Pullback,2025-12-08,96900.0,11.8,-2.06,-2.99,-0.41,0.62,False
FPT,Technology,Triangle Pullback,2025-12-09,95600.0,12.61,0.31,-2.09,1.88,1.99,True
FPT,Technology,Triangle Pullback,2025-12-10,96000.0,11.58,-1.67,-3.12,3.65,3.65,True
FPT,Technology,Triangle Pullback,2025-12-11,93700.0,14.64,0.21,-1.28,5.55,6.19,True
FPT,Technology,Triangle Pullback,2025-12-14,93800.0,10.57,-0.11,0.53,6.4,6.4,True
BVH,Insurance,Flag Pullback,2024-06-27,44099.06,10.2,0.87,-1.09,-6.09,3.48,False
BVH,Insurance,Flag Pullback,2024-06-30,44482.53,12.11,-0.22,-0.75,-6.57,2.59,False
BVH,Insurance,Flag Pullback,2024-08-01,41702.37,4.27,-0.46,1.03,2.76,6.44,True
BVH,Insurance,Flag Pullback,2024-08-04,40168.49,4.51,3.34,6.21,6.68,10.5,True
BVH,Insurance,Flag Pullback,2025-03-18,52393.89,11.44,-2.25,-2.43,-15.07,0.19,False
BVH,Insurance,Flag Pullback,2025-03-19,52001.42,12.23,0.38,-8.49,-15.09,0.94,False
BVH,Insurance,Flag Pullback,2025-03-20,51510.84,14.17,1.9,-14.0,-16.19,1.9,False
BVH,Insurance,Flag Pullback,2025-03-23,51216.5,15.78,2.11,-19.54,-16.86,2.49,False
BVH,Insurance,Flag Pullback,2025-03-24,51412.73,11.28,0.57,-25.38,-16.03,2.1,False
BVH,Insurance,Flag Pullback,2025-03-25,51216.5,12.67,-0.19,-19.92,-11.02,2.49,False
BVH,Insurance,Flag Pullback,2025-03-26,52197.65,12.89,-8.83,-17.29,-13.35,0.56,False
BVH,Insurance,Flag Pullback,2025-03-30,52295.77,7.56,-21.2,-17.45,-13.79,-1.13,False
BVH,Insurance,Flag Pullback,2025-03-31,51707.07,7.4,-25.81,-16.41,-12.52,-1.14,False
BVH,Insurance,Flag Pullback,2025-09-17,57594.03,23.39,-3.75,-7.84,-12.44,-1.36,False
BVH,Insurance,Flag Pullback,2025-09-18,56809.1,19.88,-2.42,-8.46,-12.78,-2.42,False
BVH,Insurance,Flag Pullback,2025-09-21,55435.48,21.83,-0.53,-3.54,-16.64,0.0,False
BVH,Insurance,Flag Pullback,2025-09-22,54944.9,14.2,-1.25,-4.64,-12.5,0.89,False
BVH,Insurance,Pennant Pullback,2024-10-02,41127.16,3.23,2.33,2.56,1.63,2.8,True
BVH,Insurance,Pennant Pullback,2024-10-03,41079.23,4.67,2.92,2.68,2.22,2.92,True
BVH,Insurance,Pennant Pullback,2025-03-06,55631.71,5.25,-5.47,-7.41,-20.37,-0.88,False
BVH,Insurance,Pennant Pullback,2025-03-09,55141.13,6.87,-5.69,-7.12,-25.27,-2.14,False
BVH,Insurance,Pennant Pullback,2025-03-10,53865.62,3.74,-2.91,-4.55,-28.78,0.18,False
BVH,Insurance,Pennant Pullback,2025-03-11,53963.74,6.25,-2.91,-5.09,-24.0,-1.64,False
BVH,Insurance,Pennant Pullback,2025-03-12,53080.7,6.25,-2.03,-1.66,-18.67,-0.92,False
BVH,Insurance,Pennant Pullback,2025-03-13,52590.12,4.21,-2.05,-0.19,-16.79,-0.19,False
BVH,Insurance,Triangle Pullback,2024-09-30,41606.5,4.67,-1.04,0.69,-0.35,1.61,False
BVH,Insurance,Triangle Pullback,2024-10-01,41414.77,6.44,0.12,1.39,-0.46,2.08,False
BVH,Insurance,Triangle Pullback,2024-10-02,41127.16,9.31,2.33,2.56,1.63,2.8,True
BVH,Insurance,Triangle Pullback,2024-10-03,41079.23,6.73,2.92,2.68,2.22,2.92,True
BVH,Insurance,Triangle Pullback,2024-10-06,41175.1,7.21,2.44,1.86,2.79,2.79,True
BVH,Insurance,Triangle Pullback,2024-10-07,41175.1,6.81,1.75,0.58,2.21,2.79,True
BVH,Insurance,Triangle Pullback,2024-10-08,41462.7,3.23,1.27,0.12,4.39,4.39,True
BVH,Insurance,Triangle Pullback,2024-10-09,42085.84,3.23,0.23,-1.03,4.21,4.21,True
BVH,Insurance,Triangle Pullback,2024-10-10,42277.57,4.67,-0.23,-1.7,2.49,3.74,True
BVH,Insurance,Triangle Pullback,2025-02-03,50431.57,8.37,2.53,11.48,10.12,14.2,True
BVH,Insurance,Triangle Pullback,2025-02-05,50235.34,3.08,6.25,11.13,12.7,14.65,True
BVH,Insurance,Triangle Pullback,2025-03-09,55141.13,4.54,-5.69,-7.12,-25.27,-2.14,False
BVH,Insurance,Triangle Pullback,2025-03-10,53865.62,5.33,-2.91,-4.55,-28.78,0.18,False
BVH,Insurance,Triangle Pullback,2025-03-11,53963.74,3.85,-2.91,-5.09,-24.0,-1.64,False
BVH,Insurance,Triangle Pullback,2025-03-12,53080.7,4.49,-2.03,-1.66,-18.67,-0.92,False
BVH,Insurance,Triangle Pullback,2025-03-13,52590.12,5.25,-2.05,-0.19,-16.79,-0.19,False
SSI,Financial Services,Flag Pullback,2024-06-10,28053.13,3.2,0.84,-3.49,-3.21,2.23,False
SSI,Financial Services,Flag Pullback,2024-06-11,28680.01,8.28,-1.09,-6.01,-6.15,-0.27,False
SSI,Financial Services,Flag Pullback,2024-10-22,26231.68,3.05,-1.12,-2.97,-9.48,-0.37,False
SSI,Financial Services,Flag Pullback,2024-10-23,26134.16,3.39,-2.24,-4.1,-8.58,0.0,False
SSI,Financial Services,Flag Pullback,2024-10-27,26134.16,5.53,-1.31,-5.04,-9.33,-0.37,False
SSI,Financial Services,Flag Pullback,2024-10-28,26036.65,6.78,-1.31,-7.49,-8.99,-0.37,False
SSI,Financial Services,Flag Pullback,2024-11-06,25695.34,4.27,-6.26,-6.64,-2.47,-0.95,False
SSI,Financial Services,Flag Pullback,2024-11-12,24817.7,3.95,-4.52,-4.52,2.75,3.54,True
SSI,Financial Services,Flag Pullback,2025-01-15,23793.79,7.82,3.07,2.66,3.48,3.89,True
SSI,Financial Services,Flag Pullback,2025-01-16,23940.06,7.82,2.85,1.83,3.26,3.26,True
SSI,Financial Services,Flag Pullback,2025-09-28,37550.0,19.49,7.19,10.12,-7.32,10.39,False
SSI,Financial Services,Flag Pullback,2025-09-29,38550.0,18.87,5.84,6.36,-7.0,7.52,False
SSI,Financial Services,Flag Pullback,2025-09-30,38600.0,10.27,6.74,7.38,-7.77,7.38,False
SSI,Financial Services,Flag Pullback,2025-10-01,37850.0,15.1,7.4,9.25,-7.93,9.51,False
SSI,Financial Services,Flag Pullback,2025-10-02,37650.0,10.2,8.1,8.37,-8.9,10.09,False
SSI,Financial Services,Flag Pullback,2025-10-05,40250.0,9.24,2.73,-5.71,-19.25,2.98,False
SSI,Financial Services,Flag Pullback,2025-10-06,40800.0,14.91,0.49,-5.39,-14.83,1.59,False
SSI,Financial Services,Flag Pullback,2025-11-04,34900.0,4.06,1.72,-0.72,-7.31,1.86,False
SSI,Financial Services,Flag Pullback,2025-11-06,32950.0,3.44,6.07,4.1,-2.12,7.89,False
SSI,Financial Services,Flag Pullback,2025-11-09,33600.0,7.9,5.36,2.38,-12.5,5.8,False
SSI,Financial Services,Flag Pullback,2026-02-09,29950.0,6.33,7.18,8.85,-4.34,12.52,False
SSI,Financial Services,Pennant Pullback,2024-07-17,26916.9,3.01,-7.13,-11.79,-10.04,1.31,False
SSI,Financial Services,Pennant Pullback,2024-09-19,26329.19,3.93,2.22,1.11,1.3,3.33,True
SSI,Financial Services,Pennant Pullback,2024-09-22,25939.13,9.24,4.89,3.76,1.13,4.89,True
SSI,Financial Services,Pennant Pullback,2025-09-11,40859.01,13.95,-3.7,-7.0,-0.39,0.83,False
SSI,Financial Services,Pennant Pullback,2025-09-14,41151.55,15.0,-6.87,-8.75,0.48,0.48,True
SSI,Financial Services,Pennant Pullback,2026-03-31,27900.0,6.81,,,,-1.25,
SSI,Financial Services,Pennant Pullback,2026-04-01,27550.0,8.06,,,,-2.0,
SSI,Financial Services,Triangle Pullback,2024-09-26,26914.29,3.93,-1.09,-0.54,-3.26,1.09,False
SSI,Financial Services,Triangle Pullback,2024-09-29,27206.83,9.24,-1.08,-0.9,-3.94,-0.36,False
SSI,Financial Services,Triangle Pullback,2025-09-18,39347.52,13.95,-3.42,-4.31,3.69,5.34,True
SSI,Financial Services,Triangle Pullback,2025-09-21,38323.6,15.0,-2.02,5.03,-0.97,8.16,False
SSI,Financial Services,Triangle Pullback,2025-09-22,38421.12,7.5,0.34,6.19,0.47,7.88,True
SSI,Financial Services,Triangle Pullback,2025-09-24,39000.0,10.36,-2.95,4.23,-3.85,6.28,False
SSI,Financial Services,Triangle Pullback,2025-09-25,38000.0,6.49,-0.92,7.11,-5.26,9.08,False
SSI,Financial Services,Triangle Pullback,2026-02-03,31550.0,3.74,-1.11,1.9,-4.12,6.81,False
SSI,Financial Services,Triangle Pullback,2026-02-04,31000.0,6.43,0.81,4.52,-5.97,8.71,False
SSI,Financial Services,Triangle Pullback,2026-02-05,29900.0,3.42,5.02,8.36,-5.02,12.71,False
VJC,Aviation,Flag Pullback,2025-10-01,128700.0,10.24,3.42,34.81,51.9,51.9,True
VJC,Aviation,Flag Pullback,2025-10-02,129300.0,11.46,3.09,35.34,44.62,51.2,True
VJC,Aviation,Flag Pullback,2025-10-05,134300.0,4.11,6.18,29.93,36.63,45.57,True
VJC,Aviation,Flag Pullback,2026-01-29,170500.0,6.31,-2.64,-0.76,-8.27,9.44,False
VJC,Aviation,Flag Pullback,2026-02-01,170000.0,10.37,-2.94,2.88,-10.0,9.76,False
VJC,Aviation,Flag Pullback,2026-02-02,168000.0,14.7,-2.98,11.07,-7.74,11.07,False
VJC,Aviation,Pennant Pullback,2024-10-01,105000.0,3.37,0.57,0.76,0.0,3.71,False
VJC,Aviation,Pennant Pullback,2025-09-07,141900.0,35.42,2.61,-4.51,-5.36,2.89,False
VJC,Aviation,Pennant Pullback,2025-09-08,145000.0,30.23,-2.07,-8.28,-8.0,0.69,False
VJC,Aviation,Pennant Pullback,2025-09-09,144900.0,30.39,-2.0,-7.73,-7.94,0.76,False
VJC,Aviation,Triangle Pullback,2024-09-08,103000.0,4.85,0.97,1.94,1.94,2.43,True
VJC,Aviation,Triangle Pullback,2024-09-09,104200.0,3.17,0.77,0.86,0.58,1.25,True
